Reg,Bank,Status,Year,Н1.0,ROE,Loans,Securities,Deposits,Equity,EBT,H4,ROA,Overdue_debt_ratio,Hedge_indicator,
415,"АВЕРС, ООО БАНК",Reorganizing,2019,31.96%,5.82%,"31,233,549,000","52,811,999,000","61,266,911,000","24,046,577,000","2,624,374,000",37.34%,1.15%,0.23%,0,
415,"АВЕРС, ООО БАНК",Reorganizing,2020,36.21%,5.15%,"68,744,390,000","38,564,489,000","85,068,289,000","24,809,030,000","2,541,752,000",30.25%,1.09%,0.14%,0,
415,"АВЕРС, ООО БАНК",Reorganizing,2021,31.00%,4.39%,"58,736,492,000","53,427,210,000","96,791,605,000","25,224,234,000","2,439,476,000",23.00%,0.85%,0.12%,1,
429,"УБРИР, ПАО КБ",Active,2018,10.05%,1.57%,"147,407,606,000","43,985,714,000","191,367,341,000","23,855,502,000","755,930,000",22.95%,0.13%,1.80%,1,
429,"УБРИР, ПАО КБ",Active,2019,10.28%,5.08%,"158,736,510,000","24,591,325,000","197,138,288,000","18,773,545,000","556,960,000",21.59%,0.41%,1.66%,1,
429,"УБРИР, ПАО КБ",Active,2020,10.72%,2.40%,"203,881,418,000","18,525,619,000","215,337,682,000","17,917,102,000","1,099,507,000",24.84%,0.17%,2.40%,1,
429,"УБРИР, ПАО КБ",Active,2021,11.22%,3.40%,"238,237,018,000","22,235,891,000","246,268,158,000","18,884,875,000","990,136,000",22.71%,0.21%,2.18%,1,
435,"СПБ БАНК, ПАО",Active,2016,47.46%,3.87%,"1,479,589,000","1,070,179,000","199,501,000","1,226,983,000","107,202,000",0.68%,1.09%,0.29%,0,
435,"СПБ БАНК, ПАО",Active,2017,56.56%,5.06%,"3,354,104,000","1,633,078,000","1,779,849,000","1,763,227,000","84,574,000",0.52%,1.49%,0.23%,0,
435,"СПБ БАНК, ПАО",Active,2018,57.72%,2.61%,"1,913,476,000","1,644,075,000","850,674,000","1,526,884,000","82,012,000",0.45%,0.74%,0.34%,0,
435,"СПБ БАНК, ПАО",Active,2019,50.35%,8.95%,"3,297,903,000","696,994,000","609,457,000","1,423,201,000","99,109,000",0.19%,3.43%,9.40%,0,
435,"СПБ БАНК, ПАО",Active,2020,42.70%,2.60%,"2,214,989,000","750,848,000","747,824,000","1,530,884,000","81,475,000",0.23%,0.73%,1.22%,0,
435,"СПБ БАНК, ПАО",Active,2021,31.36%,15.07%,"7,820,271,000","2,556,993,000","900,002,000","2,101,648,000","655,260,000",0.05%,2.38%,2.63%,0,
436,"БАНК САНКТ-ПЕТЕРБУРГ, ПАО",Active,2016,14.33%,3.04%,"417,705,255,000","118,804,053,000","281,192,110,000","68,117,402,000","4,541,547,000",47.20%,0.36%,3.62%,1,
436,"БАНК САНКТ-ПЕТЕРБУРГ, ПАО",Active,2017,14.27%,4.62%,"413,158,872,000","131,585,373,000","272,548,736,000","71,109,723,000","5,532,905,000",49.53%,0.53%,4.57%,1,
436,"БАНК САНКТ-ПЕТЕРБУРГ, ПАО",Active,2018,13.79%,3.65%,"465,273,014,000","153,243,750,000","322,620,872,000","74,792,984,000","7,030,979,000",46.67%,0.41%,5.26%,1,
436,"БАНК САНКТ-ПЕТЕРБУРГ, ПАО",Active,2019,14.77%,3.81%,"509,020,856,000","111,555,518,000","317,486,662,000","81,803,084,000","7,445,008,000",38.49%,0.43%,6.18%,1,
436,"БАНК САНКТ-ПЕТЕРБУРГ, ПАО",Active,2020,13.50%,6.10%,"579,600,559,000","81,898,122,000","349,683,258,000","86,832,445,000","13,656,071,000",48.49%,0.71%,5.73%,1,
436,"БАНК САНКТ-ПЕТЕРБУРГ, ПАО",Active,2021,13.44%,10.44%,"655,290,729,000","88,068,597,000","367,231,961,000","97,002,718,000","22,649,850,000",43.03%,1.19%,5.74%,1,
444,"БАЛАКОВО-БАНК, АО",Active,2016,53.02%,0.58%,"331,102,000",0,"231,908,000","322,722,000","2,834,000",12.74%,0.25%,0.01%,0,
444,"БАЛАКОВО-БАНК, АО",Active,2017,53.86%,1.11%,"356,884,000",0,"227,216,000","359,696,000","12,514,000",22.45%,0.47%,0.01%,0,
444,"БАЛАКОВО-БАНК, АО",Active,2018,53.69%,1.33%,"362,078,000",0,"212,254,000","361,085,000","11,498,000",,0.57%,0.55%,0,
444,"БАЛАКОВО-БАНК, АО",Active,2019,61.34%,1.30%,"312,316,000",0,"198,137,000","368,400,000","13,130,000",,0.54%,2.38%,0,
444,"БАЛАКОВО-БАНК, АО",Active,2020,51.34%,-2.06%,"452,097,000",0,"242,734,000","369,353,000","-1,904,000",,-0.85%,0.01%,0,
444,"БАЛАКОВО-БАНК, АО",Active,2021,48.44%,-1.34%,"543,050,000",0,"251,291,000","400,688,000","10,224,000",,-0.53%,0.01%,0,
467,"НОВОПОКРОВСКИЙ, ООО КБ",In bankruptcy,2016,10.02%,-0.15%,"5,865,696,000","2,008,361,000","7,103,173,000","1,288,185,000","57,072,000",26.06%,-0.02%,0.39%,0,
469,"РУССКИЙ НАЦИОНАЛЬНЫЙ БАНК, ООО",Inactive,2016,27.89%,4.52%,"3,927,010,000","189,345,000","3,163,981,000","933,910,000","138,457,000",31.39%,0.87%,8.71%,0,
474,"ЕНИСЕЙ (ПАО), АКБ",In bankruptcy,2016,20.13%,2.27%,"5,454,547,000","653,766,000","4,587,409,000","1,878,817,000","105,077,000",42.75%,0.49%,0.57%,0,
478,"КУБАНЬТОРГБАНК, АО",Active,2016,53.19%,6.73%,"3,536,117,000",0,"4,469,892,000","1,268,021,000","134,321,000",19.66%,1.22%,13.14%,0,
478,"КУБАНЬТОРГБАНК, АО",Active,2017,49.44%,3.91%,"3,189,083,000",0,"3,119,018,000","1,318,188,000","68,309,000",45.08%,0.87%,8.66%,0,
478,"КУБАНЬТОРГБАНК, АО",Active,2018,46.37%,3.61%,"1,915,904,000",0,"4,151,016,000","1,382,278,000","95,074,000",20.46%,1.03%,10.57%,0,
478,"КУБАНЬТОРГБАНК, АО",Active,2019,46.77%,3.39%,"2,733,476,000","740,310,000","4,012,707,000","1,386,287,000","62,622,000",28.80%,0.80%,7.71%,0,
478,"КУБАНЬТОРГБАНК, АО",Active,2020,44.44%,0.40%,"2,392,578,000","607,173,000","3,071,190,000","1,325,571,000","391,000",48.70%,0.10%,5.68%,0,
478,"КУБАНЬТОРГБАНК, АО",Active,2021,38.01%,1.09%,"2,515,178,000","541,264,000","2,030,861,000","1,320,776,000","31,302,000",87.90%,0.34%,3.86%,0,
480,"ТАТСОЦБАНК, АО",Active,2016,38.73%,7.11%,"12,927,951,000",0,"6,724,299,000","6,370,901,000","1,033,463,000",37.87%,2.06%,1.19%,0,
480,"ТАТСОЦБАНК, АО",Active,2017,31.32%,9.22%,"13,644,783,000",0,"8,940,154,000","7,224,730,000","1,104,197,000",50.79%,2.44%,1.08%,0,
480,"ТАТСОЦБАНК, АО",Active,2018,37.86%,7.28%,"15,172,289,000",0,"8,947,854,000","7,944,329,000","953,928,000",35.10%,2.22%,3.01%,0,
480,"ТАТСОЦБАНК, АО",Active,2019,43.52%,7.60%,"13,497,496,000",0,"8,328,030,000","8,471,292,000","1,026,481,000",38.11%,3.02%,2.17%,0,
480,"ТАТСОЦБАНК, АО",Active,2020,44.71%,3.79%,"19,666,781,000",0,"10,306,215,000","9,069,011,000","728,062,000",42.62%,1.23%,1.77%,0,
480,"ТАТСОЦБАНК, АО",Active,2021,40.56%,5.17%,"27,026,668,000",0,"8,419,793,000","9,789,219,000","1,095,807,000",45.35%,1.74%,1.22%,0,
481,"РОСТФИНАНС, ООО КБ",Active,2017,20.02%,-29.50%,"3,483,036,000",0,"4,611,285,000","1,307,122,000","-482,832,000",60.10%,-5.00%,3.53%,0,
481,"РОСТФИНАНС, ООО КБ",Active,2018,19.45%,-8.28%,"4,656,495,000",0,"4,949,528,000","1,548,036,000","-79,367,000",37.41%,-1.15%,2.27%,0,
481,"РОСТФИНАНС, ООО КБ",Active,2019,16.14%,-11.58%,"4,442,208,000",0,"4,038,572,000","1,276,221,000","58,600,000",57.51%,-1.67%,2.41%,0,
481,"РОСТФИНАНС, ООО КБ",Active,2020,16.79%,-7.60%,"5,546,939,000",0,"4,336,106,000","1,377,717,000","108,634,000",85.59%,-1.02%,2.78%,0,
481,"РОСТФИНАНС, ООО КБ",Active,2021,12.51%,4.14%,"6,707,268,000","152,652,000","6,304,632,000","1,401,831,000","145,704,000",104.85%,0.60%,2.65%,0,
493,"ЧЕЛЯБИНВЕСТБАНК, ПАО",Active,2016,20.49%,2.96%,"27,883,335,000","3,297,766,000","25,896,399,000","6,999,534,000","719,825,000",15.62%,0.43%,19.16%,0,
493,"ЧЕЛЯБИНВЕСТБАНК, ПАО",Active,2017,23.73%,6.35%,"20,569,816,000","10,205,313,000","28,566,730,000","7,652,566,000","907,136,000",14.17%,0.94%,21.24%,0,
493,"ЧЕЛЯБИНВЕСТБАНК, ПАО",Active,2018,22.56%,9.08%,"23,334,583,000","19,803,411,000","28,681,043,000","8,090,063,000","1,215,772,000",14.86%,1.34%,17.10%,0,
493,"ЧЕЛЯБИНВЕСТБАНК, ПАО",Active,2019,23.11%,7.26%,"26,606,152,000","21,440,777,000","32,795,227,000","8,240,245,000","1,685,046,000",16.15%,1.09%,13.31%,0,
493,"ЧЕЛЯБИНВЕСТБАНК, ПАО",Active,2020,24.57%,7.61%,"25,366,621,000","22,642,766,000","34,850,844,000","9,197,196,000","1,319,882,000",17.00%,1.12%,12.17%,0,
493,"ЧЕЛЯБИНВЕСТБАНК, ПАО",Active,2021,22.32%,10.83%,"32,350,399,000","5,076,733,000","36,446,489,000","10,216,953,000","2,023,229,000",20.55%,1.65%,5.43%,0,
518,"ПЕРВОМАЙСКИЙ (ПАО), БАНК",In bankruptcy,2016,8.54%,5.27%,"9,286,319,000","183,719,000","7,898,760,000","855,574,000","-77,183,000",55.10%,0.46%,31.44%,0,
518,"ПЕРВОМАЙСКИЙ (ПАО), БАНК",In bankruptcy,2017,10.02%,0.50%,"7,412,562,000","42,176,000","7,723,710,000","1,005,033,000","95,826,000",97.16%,0.04%,25.91%,0,
520,"ФИНАНС БИЗНЕС БАНК, ООО КБ",Inactive,2016,0.92%,3306.07%,"32,853,522,000","2,958,964,000","1,835,376,000","439,349,000","317,263,000",114.68%,1.18%,51.55%,0,
520,"ФИНАНС БИЗНЕС БАНК, ООО КБ",Inactive,2017,2.71%,63.03%,"28,899,603,000","3,594,143,000","2,292,784,000","1,164,033,000","1,160,642,000",33.70%,1.56%,46.34%,0,
520,"ФИНАНС БИЗНЕС БАНК, ООО КБ",Inactive,2018,3.02%,28.24%,"45,996,966,000","3,631,757,000","3,420,925,000","1,681,195,000","660,290,000",15.98%,1.12%,1.21%,0,
520,"ФИНАНС БИЗНЕС БАНК, ООО КБ",Inactive,2019,11.12%,23.47%,"9,266,437,000","3,419,365,000","4,092,414,000","2,014,754,000","525,569,000",33.64%,2.11%,45.75%,0,
524,"ВЕНЕЦ, АО БАНК",Active,2018,15.35%,0.01%,"4,722,402,000",0,"4,013,048,000","891,456,000","-138,136,000",65.30%,0.00%,6.69%,0,
524,"ВЕНЕЦ, АО БАНК",Active,2019,18.83%,21.62%,"4,274,857,000",0,"4,445,398,000","1,047,315,000","327,772,000",41.69%,3.17%,5.73%,0,
524,"ВЕНЕЦ, АО БАНК",Active,2020,18.46%,0.80%,"4,945,982,000","8,808,000","3,732,184,000","1,052,212,000","18,782,000",58.01%,0.12%,5.90%,0,
524,"ВЕНЕЦ, АО БАНК",Active,2021,17.03%,-3.97%,"3,718,223,000","407,928,000","3,486,654,000","969,353,000","111,020,000",54.99%,-0.63%,3.72%,0,
533,"ФЛОРА-МОСКВА, АО КБ",Inactive,2016,57.09%,1.81%,"432,723,000","12,017,000","50,033,000","478,629,000","6,343,000",16.08%,1.08%,9.18%,0,
533,"ФЛОРА-МОСКВА, АО КБ",Inactive,2017,54.64%,1.02%,"397,467,000","12,089,000","112,487,000","569,403,000","13,825,000",5.94%,0.58%,10.89%,0,
537,"ПРИОБЬЕ, АО КБ",Active,2016,22.64%,1.65%,"1,144,583,000",0,"1,125,435,000","335,483,000","5,998,000",26.80%,0.31%,3.84%,0,
538,"ПРОМСЕЛЬХОЗБАНК, ООО",Active,2016,31.89%,-6.20%,"804,336,000","601,640,000","1,254,603,000","526,204,000","-132,421,000",37.42%,-1.37%,42.44%,0,
538,"ПРОМСЕЛЬХОЗБАНК, ООО",Active,2017,23.45%,-13.38%,"837,683,000","473,480,000","977,295,000","359,163,000","-149,888,000",13.32%,-2.72%,53.36%,0,
538,"ПРОМСЕЛЬХОЗБАНК, ООО",Active,2018,27.93%,-2.68%,"931,406,000",0,"703,244,000","363,619,000","11,794,000",0.00%,-0.53%,27.77%,0,
538,"ПРОМСЕЛЬХОЗБАНК, ООО",Active,2019,18.63%,1.17%,"828,791,000","91,066,000","750,560,000","434,659,000","50,517,000",,0.23%,6.35%,0,
538,"ПРОМСЕЛЬХОЗБАНК, ООО",Active,2020,18.40%,1.26%,"742,257,000","159,250,000","689,952,000","409,022,000","20,579,000",,0.29%,10.21%,0,
538,"ПРОМСЕЛЬХОЗБАНК, ООО",Active,2021,24.22%,-6.21%,"914,952,000","125,280,000","608,112,000","392,439,000","3,175,000",,-1.42%,3.75%,0,
545,"КАМЧАТКОМАГРОПРОМБАНК, ПАО",Inactive,2016,30.04%,1.58%,"1,329,966,000","30,336,000","1,903,702,000","855,700,000","33,064,000",41.47%,0.34%,2.47%,0,
545,"КАМЧАТКОМАГРОПРОМБАНК, ПАО",Inactive,2017,31.57%,2.43%,"1,426,050,000","30,307,000","1,284,310,000","835,263,000","34,113,000",70.63%,0.57%,5.21%,0,
545,"КАМЧАТКОМАГРОПРОМБАНК, ПАО",Inactive,2018,20.45%,-24.26%,"1,544,311,000","29,979,000","1,229,733,000","591,958,000","-293,804,000",0.00%,-4.96%,3.64%,0,
554,"СОЛИДАРНОСТЬ, АО КБ",Active,2016,,24.90%,"15,991,664,000","9,798,904,000","24,593,588,000","-2,074,649,000","-484,119,000",,-1.18%,78.73%,0,
554,"СОЛИДАРНОСТЬ, АО КБ",Active,2017,45.73%,7.49%,"15,579,684,000","10,689,222,000","14,846,731,000","14,172,460,000","-130,545,000",19.14%,-0.63%,66.57%,0,
554,"СОЛИДАРНОСТЬ, АО КБ",Active,2018,40.85%,-0.13%,"18,610,461,000","11,581,348,000","21,556,253,000","13,550,410,000","296,622,000",29.03%,-0.05%,52.14%,0,
554,"СОЛИДАРНОСТЬ, АО КБ",Active,2019,29.40%,-5.78%,"29,042,569,000","9,334,267,000","29,105,208,000","12,195,018,000","-884,038,000",61.39%,-1.77%,33.34%,0,
554,"СОЛИДАРНОСТЬ, АО КБ",Active,2020,29.75%,-2.45%,"46,608,983,000","8,902,765,000","36,050,789,000","19,091,007,000","-866,477,000",48.26%,-0.66%,26.55%,0,
554,"СОЛИДАРНОСТЬ, АО КБ",Active,2021,23.37%,1.67%,"53,041,945,000","11,895,263,000","40,563,976,000","18,682,631,000","808,040,000",74.48%,0.45%,20.96%,0,
558,"СОВЕТСКИЙ, АО БАНК",In bankruptcy,2017,0.00%,47.02%,"37,313,605,000","474,645,000","45,988,538,000","-21,861,866,000","-10,717,917,000",0.00%,-21.24%,85.96%,0,
567,"БАНК АКЦЕПТ, АО",Active,2016,15.34%,5.50%,"8,424,661,000","5,666,060,000","10,184,912,000","2,122,668,000","324,230,000",29.30%,0.68%,9.98%,0,
567,"БАНК АКЦЕПТ, АО",Active,2017,15.24%,10.05%,"10,740,405,000","5,996,652,000","11,417,303,000","2,355,614,000","379,719,000",38.98%,1.32%,8.26%,0,
567,"БАНК АКЦЕПТ, АО",Active,2018,14.15%,7.33%,"12,592,005,000","5,511,505,000","13,851,466,000","2,351,014,000","413,054,000",41.03%,0.90%,6.86%,0,
567,"БАНК АКЦЕПТ, АО",Active,2019,14.95%,11.40%,"13,279,241,000","6,268,270,000","13,125,211,000","2,576,591,000","486,872,000",28.94%,1.30%,10.10%,0,
567,"БАНК АКЦЕПТ, АО",Active,2020,16.94%,4.16%,"10,639,142,000","5,621,352,000","11,815,989,000","2,791,716,000","292,390,000",20.92%,0.52%,9.14%,0,
567,"БАНК АКЦЕПТ, АО",Active,2021,15.69%,8.50%,"13,046,057,000","5,242,955,000","12,162,053,000","2,969,216,000","416,937,000",38.48%,1.18%,6.57%,0,
568,"ЗЛАТКОМБАНК, АО КБ",In bankruptcy,2016,18.78%,-1.68%,"1,370,174,000","234,209,000","1,005,073,000","332,355,000","1,073,000",87.04%,-0.26%,0.90%,0,
568,"ЗЛАТКОМБАНК, АО КБ",In bankruptcy,2017,20.63%,-5.12%,"498,631,000","157,736,000","630,268,000","303,757,000","-46,687,000",25.28%,-0.90%,6.56%,0,
574,"ЗЕМКОМБАНК, ООО",Active,2016,60.40%,4.62%,"951,161,000","60,000","757,614,000","668,486,000","56,663,000",14.02%,1.06%,18.40%,0,
574,"ЗЕМКОМБАНК, ООО",Active,2017,48.62%,3.94%,"717,963,000","60,000","394,225,000","610,785,000","51,895,000",21.09%,0.81%,23.58%,0,
574,"ЗЕМКОМБАНК, ООО",Active,2018,42.40%,5.96%,"126,677,000","60,000","171,235,000","441,375,000","40,777,000",,1.08%,4.18%,0,
574,"ЗЕМКОМБАНК, ООО",Active,2019,79.00%,7.15%,"112,445,000","60,000","201,758,000","467,713,000","28,838,000",,1.87%,4.03%,0,
574,"ЗЕМКОМБАНК, ООО",Active,2020,89.00%,-1.20%,"129,380,000","60,000","222,669,000","469,472,000","-6,900,000",,-0.55%,3.24%,0,
574,"ЗЕМКОМБАНК, ООО",Active,2021,164.70%,0.12%,"71,295,000","60,000","129,085,000","475,721,000","7,130,000",,0.06%,5.66%,0,
575,"КАПИТАЛ, АО АБ",Active,2016,89.97%,4.67%,"393,552,000","523,420,000","82,435,000","1,857,047,000","136,067,000",0.00%,3.89%,0.19%,0,
575,"КАПИТАЛ, АО АБ",Active,2017,138.91%,2.83%,"67,443,000","1,043,667,000","99,621,000","1,772,224,000","143,067,000",0.00%,2.43%,0.47%,0,
575,"КАПИТАЛ, АО АБ",Active,2018,160.60%,4.06%,"142,868,000","727,585,000","160,974,000","1,860,149,000","86,133,000",0.08%,3.62%,1.79%,0,
575,"КАПИТАЛ, АО АБ",Active,2019,165.13%,2.13%,"574,878,000","754,628,000","183,973,000","1,892,509,000","52,540,000",0.13%,1.87%,0.13%,0,
575,"КАПИТАЛ, АО АБ",Active,2020,96.14%,1.48%,"703,273,000","1,181,764,000","266,625,000","1,930,853,000","73,045,000",0.04%,1.25%,0.14%,0,
575,"КАПИТАЛ, АО АБ",Active,2021,109.34%,2.63%,"134,201,000","724,971,000","177,611,000","1,991,948,000","65,952,000",0.03%,2.23%,0.17%,0,
588,"СНГБ, АО БАНК",Active,2016,14.02%,8.94%,"86,940,484,000","7,678,919,000","102,950,412,000","9,372,836,000","1,560,124,000",43.53%,0.78%,5.48%,0,
588,"СНГБ, АО БАНК",Active,2017,15.58%,10.42%,"85,113,809,000","3,394,213,000","205,107,379,000","10,020,769,000","2,047,105,000",36.37%,0.49%,4.80%,0,
588,"СНГБ, АО БАНК",Active,2018,17.86%,8.29%,"64,480,986,000","154,257,773,000","213,712,915,000","11,304,093,000","2,150,208,000",28.31%,0.35%,3.77%,0,
588,"СНГБ, АО БАНК",Active,2019,19.52%,24.80%,"65,100,100,000","177,313,503,000","261,718,360,000","12,677,655,000","4,332,155,000",27.47%,1.07%,3.08%,0,
588,"СНГБ, АО БАНК",Active,2020,19.35%,8.63%,"63,097,295,000","28,858,973,000","82,426,126,000","13,671,125,000","2,433,579,000",35.01%,0.50%,4.33%,0,
588,"СНГБ, АО БАНК",Active,2021,20.08%,9.43%,"57,233,569,000","5,570,209,000","60,385,425,000","15,063,918,000","3,165,835,000",44.69%,1.07%,0.81%,0,
596,"УССУРИ (АО), БАНК",In bankruptcy,2016,11.56%,-7.68%,"4,550,058,000","37,770,000","4,725,315,000","545,249,000","5,973,000",77.70%,-0.69%,3.68%,0,
598,"ВЕЛИКИЕ ЛУКИ БАНК, АО",Active,2016,56.71%,0.32%,"738,921,000","24,629,000","781,315,000","563,123,000","4,714,000",17.48%,0.10%,8.18%,0,
598,"ВЕЛИКИЕ ЛУКИ БАНК, АО",Active,2017,127.56%,-0.23%,"670,897,000","24,487,000","861,907,000","1,075,593,000","6,190,000",21.92%,-0.08%,13.02%,0,
598,"ВЕЛИКИЕ ЛУКИ БАНК, АО",Active,2018,137.58%,0.31%,"696,797,000","25,444,000","914,443,000","1,177,298,000","7,252,000",17.13%,0.17%,14.18%,0,
598,"ВЕЛИКИЕ ЛУКИ БАНК, АО",Active,2019,138.02%,1.75%,"671,937,000","40,448,000","997,032,000","1,144,145,000","20,087,000",14.45%,0.94%,15.41%,0,
598,"ВЕЛИКИЕ ЛУКИ БАНК, АО",Active,2020,140.84%,0.58%,"613,957,000","50,377,000","869,548,000","1,077,265,000","8,830,000",16.90%,0.29%,13.37%,0,
598,"ВЕЛИКИЕ ЛУКИ БАНК, АО",Active,2021,95.54%,0.71%,"625,110,000","51,631,000","798,374,000","829,005,000","27,219,000",,0.29%,1.65%,0,
600,БАНК ИПБ (АО),Active,2016,15.92%,3.95%,"30,541,748,000","3,428,888,000","22,619,954,000","5,856,685,000","885,851,000",13.59%,0.58%,3.98%,0,
600,БАНК ИПБ (АО),Active,2017,17.05%,11.55%,"28,501,052,000","2,729,253,000","23,277,575,000","5,734,994,000","1,303,213,000",13.06%,1.40%,5.75%,0,
600,БАНК ИПБ (АО),Active,2018,17.90%,8.21%,"27,325,782,000","7,923,102,000","19,873,360,000","5,857,901,000","903,101,000",13.22%,1.06%,5.73%,0,
600,БАНК ИПБ (АО),Active,2019,22.00%,10.82%,"20,717,246,000","11,350,548,000","18,972,593,000","6,064,672,000","1,152,458,000",14.70%,1.68%,10.25%,0,
600,БАНК ИПБ (АО),Active,2020,14.12%,9.89%,"21,967,085,000","10,272,029,000","21,073,760,000","5,073,993,000","809,414,000",11.45%,1.18%,6.24%,0,
600,БАНК ИПБ (АО),Active,2021,12.87%,11.22%,"26,356,866,000","2,843,283,000","19,724,199,000","4,344,359,000","1,092,815,000",11.73%,1.38%,4.15%,0,
604,"ПЕРВЫЙ ИНВЕСТИЦИОННЫЙ БАНК, АО",Active,2016,29.08%,1.00%,"2,216,190,000","227,351,000","1,267,958,000","1,126,022,000","-65,639,000",23.99%,0.26%,7.64%,0,
604,"ПЕРВЫЙ ИНВЕСТИЦИОННЫЙ БАНК, АО",Active,2017,42.89%,-8.50%,"1,050,971,000",0,"680,533,000","1,006,880,000","-176,991,000",18.98%,-2.63%,16.03%,0,
604,"ПЕРВЫЙ ИНВЕСТИЦИОННЫЙ БАНК, АО",Active,2018,41.96%,-0.77%,"932,597,000","245,164,000","887,738,000","1,020,226,000","21,156,000",15.13%,-0.32%,16.91%,0,
604,"ПЕРВЫЙ ИНВЕСТИЦИОННЫЙ БАНК, АО",Active,2019,37.29%,-0.76%,"1,151,896,000","442,188,000","1,015,619,000","1,018,610,000","-9,510,000",16.67%,-0.32%,2.68%,0,
604,"ПЕРВЫЙ ИНВЕСТИЦИОННЫЙ БАНК, АО",Active,2020,33.25%,-2.77%,"1,363,697,000","851,524,000","1,220,299,000","1,098,944,000","-30,782,000",12.11%,-0.95%,5.28%,0,
604,"ПЕРВЫЙ ИНВЕСТИЦИОННЫЙ БАНК, АО",Active,2021,30.37%,-3.85%,"1,543,009,000","531,886,000","1,043,762,000","1,081,326,000","-238,099,000",11.94%,-1.45%,0.00%,0,
608,"АСПЕКТ (АО), АБ",It's being liquidated,2016,13.54%,2.30%,"1,304,419,000","744,938,000","737,949,000","1,161,305,000","12,871,000",23.19%,0.93%,10.88%,0,
608,"АСПЕКТ (АО), АБ",It's being liquidated,2017,13.43%,-2.29%,"1,264,499,000","874,160,000","765,041,000","1,110,501,000","-93,318,000",26.41%,-0.94%,19.22%,0,
608,"АСПЕКТ (АО), АБ",It's being liquidated,2018,16.58%,-10.25%,"1,100,731,000","613,037,000","549,761,000","1,023,773,000","-84,875,000",0.00%,-3.88%,14.01%,0,
